codice_linea;codice_fermata;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
25;462;PIAZZA DEI MARTIRI;VIA MARCONI 34;BOLOGNA;686029;930297;44,500258;11,338991;500
25;1005;ALBERTONI;VIA MAZZINI 49;BOLOGNA;687970;928980;44,487909;11,362908;500
25;1201;OSPEDALE MALPIGHI;VIA PALAGI FR 8;BOLOGNA;688245;929061;44,488566;11,366393;500
25;1204;MENGOLI;VIA SCHIASSI 30/4;BOLOGNA;688534;929044;44,488337;11,370018;500
25;1214;ALLENDE;VIALE LINCOLN 2;BOLOGNA;689760;928472;44,482871;11,385214;500
25;1217;ALLENDE;VIALE LINCOLN P.L. 8;BOLOGNA;689820;928457;44,482721;11,385962;500
25;1403;DEPOSITO DUE MADONNE 1;VIA DUE MADONNE P.L. 21221;BOLOGNA;690489;928525;44,483156;11,394393;500
25;2004;OSPEDALE SANT`ORSOLA ALBE;VIA MASSARENTI 102;BOLOGNA;688055;929473;44,492321;11,364155;500
25;2101;PALAGI;VIA PALAGI 26;BOLOGNA;688202;929366;44,49132;11,365963;500
25;3322;PARCHEGGIO PARCO NORD;VIA FERRARESE P.L. 103-102;BOLOGNA;687983;933350;44,527214;11,364661;500
25;3328;APOSAZZA;VIA FERRARESE FR P.L. 130;BOLOGNA;688188;934034;44,533313;11,367488;500
25;3370;CARCERE;VIA DEL GOMITO P.L. 7;BOLOGNA;688342;934057;44,533479;11,369433;500
25;4003;PIAZZA DELL`UNITA`;VIA MATTEOTTI 39;BOLOGNA;686654;931473;44,510675;11,347271;500
25;4302;ZUCCA;VIA FERRARESE 16;BOLOGNA;686842;931573;44,511526;11,349671;500
25;4305;CASARALTA;VIA FERRARESE 153/F;BOLOGNA;687104;931932;44,514687;11,353094;500
25;4308;CASONI;VIA FERRARESE 104;BOLOGNA;687317;932310;44,518032;11,355909;500
25;4318;DEPOSITO FERRARESE;VIA FERRARESE DEPOSITO;BOLOGNA;687474;932666;44,521193;11,358012;500
256;20531;VILLA FONTANA;VIA ERCOLE DELLA VALLE FR 69;VILLA FONTANA;707671;930480;44,496006;11,611032;523
256;20540;FABBRICA;VIA SAN VITALE OVEST 655;LA FABBRICA;708813;929031;44,482646;11,624796;523
256;20560;PALAZZO IMPICCATI;VIA A ROSSI 135;VILLA FONTANA;707892;929658;44,48855;11,613478;523
256;26510;FIORENTINA COOP;VIA FIORENTINA FR 3799;MEDICINA;708631;934445;44,531388;11,624695;523
256;26513;FIORENTINA PESA;VIA FIORENTINA 4437;MEDICINA;708794;935054;44,536818;11,626991;523
256;26526;LA VALLONA OFFICINA;VIA SANT`ANTONIO FR 661;MEDICINA;709819;936212;44,546934;11,64035;526
256;26529;AZIENDA MALVEZZA;VIA SANT`ANTONIO 1251;MEDICINA;710560;935934;44,544218;11,649555;526
333;606129;LIDO SPINA VIALE PUCCINI;VIALE PUCCINI GIACOMO FR. N. 96;LIDO DI SPINA;757889;947977;44,637098;12,250521;604
333;606132;LIDO SPINA VIALE VERDI [1;VIALE VERDI GIUSEPPE N. 106;LIDO DI SPINA;758068;948135;44,638454;12,252853;604
333;606139;LIDO SPINA AGENZIA BRUNET;VIALE LEONARDO DA VINCI FR. N. 109;LIDO DI SPINA;757804;948882;44,645262;12,249905;604
333;606142;LIDO SPINA BAR DEL MORO [;VIALE MICHELANGELO N. 1;LIDO DI SPINA;757586;949592;44,651722;12,247517;604
333;606145;LIDO SPINA BARRACUDA [091;VIALE RAFFAELLO SANZIO FR. N.121;COMACCHIO;757054;949954;44,655166;12,241;604
333;606148;LIDO ESTENSI LOGONOVO [08;VIALE DEI TIGLI N.30;LIDO DEGLI ESTENSI;757156;950581;44,660765;12,242598;604
333;611006;LAGOSANTO [129];VIA ROMA 6;LAGOSANTO;748568;961916;44,765677;12,139948;628
333;611019;BORGATA SABBIONI [127];VIA SPINA 164;LAGOSANTO;748567;961122;44,75854;12,139548;628
333;611022;BORGATA PRELLO [126];VIA SPINA N. 201;LAGOSANTO;748510;960879;44,756375;12,138711;628
333;611025;FONDO GIAMBI [124];VIA ARGINE SPINO N.4;LAGOSANTO;748222;959309;44,742363;12,134314;627
333;611032;LAGOSANTO AL PONTE [128];VIA SPINA N.11;LAGOSANTO;748622;961580;44,762638;12,140465;628
333;611035;MAROZZO [213];VIA PONTE DOLO;LAGOSANTO;747544;963488;44,780162;12,127791;628
333;611038;LAGOSANTO [129];VIA ROMA 3;LAGOSANTO;748581;961908;44,7656;12,140108;628
333;684001;ROMEA METANO;VIA ROMEA NORD;RAVENNA;757614;944250;44,603698;12,24519;707
333;684008;CANALE CERBA;VIA ROMEA NORD;RAVENNA;755537;930977;44,485134;12,212484;702
333;684011;VILLAGGIO ANIC;VIA ROMEA NORD;RAVENNA;755639;925998;44,440344;12,211308;700
333;684014;RAVENNA AUTOSTAZIONE - P.;VIA DARSENA;RAVENNA;755603;923454;44,41749;12,209603;700
333;684017;BELLOCCHIO;VIA ROMEA NORD;RAVENNA;757479;945126;44,61162;12,24393;707
333;684024;RAVENNA ANIC;VIA BAIONA;RAVENNA;757235;926358;44,443015;12,23151;700
334;605049;PONTE QUAGLIOTTO [810];ROMEA 47;CODIGORO;751180;971687;44,85259;12,177727;617
334;605062;PASSO POMPOSA;ROMEA 7;CODIGORO;751273;968540;44,824271;12,177346;617
334;605068;VOLANO CHIESA [203];LOC PER VOLANO F13;VOLANO;757381;966638;44,805003;12,253522;605
334;606010;VACCOLINO [205];ROMEA 48;VACCOLINO;751475;966012;44,801478;12,178647;629
334;606013;CA` CANTIN PIZZERIA;ROMEA 3;COMACCHIO;752285;962795;44,772277;12,18728;629
334;606019;VIA VALLI BASSE 11;PODERALE VALLI BASSE 7;COMACCHIO;753724;961612;44,761135;12,204849;601
334;606035;PALAZZINE ZUCCHERIFICIO C;VIA ZUCCHERIFICIO 210 METRI PRIMA INCR.;COMACCHIO;750943;954798;44,700867;12,166417;627
334;606042;LIDO DI SPINA DEGLI ETRUS;VIALE ETRUSCHI;COMACCHIO;756903;948306;44,640408;12,238273;604
334;606045;BIVIO VALLI BASSE;STRADA ROMEA (LIDO DELLE NAZIONI);COMACCHIO;752711;961678;44,762087;12,192102;601
334;606058;COMACCHIO CIAMBELLINO [02;VIA SPINA N. 47;COMACCHIO;751947;954138;44,694583;12,178745;627
334;606071;COMACCHIO DEPOSITO [021];S.P. COMACCHIO FR. N.40;COMACCHIO;754657;952301;44,677115;12,211981;603
334;606074;VIA RIMEMBRANZE [030];VIALE RIMEMBRANZE N. 14;PORTO GARIBALDI;756096;952285;44,67646;12,230101;603
334;606077;PORTO GARIBALDI VIA DEI M;VIALE DEI MILLE 6;PORTO GARIBALDI;756984;952591;44,678893;12,24144;603
334;606080;PERICLE [035];VIALE DEI MILLE FR 197;COMACCHIO;756867;953354;44,685792;12,240349;603
334;606087;PIC-NIC [043];VIALE ALPI ORIENTALI N.111;LIDO DI POMPOSA;756519;956436;44,713618;12,237509;602
334;606090;LIDO POMPOSA [046];VIALE DOLOMITI N.39;LIDO DI POMPOSA;756451;957041;44,71908;12,236956;602
334;606093;SAN GIUSEPPE UFFICIO POST;VIA LIDO POMPOSA N.66;SAN GIUSEPPE;755466;957187;44,720744;12,224612;602
334;606096;SAN GIUSEPPE FONTANA [052;VIA DELLA FONTANA 17;SAN GIUSEPPE;754761;957057;44,719826;12,215659;602
334;606100;CAMPING TAHITI [055];VIALE LIBIA 80;LIDO DELLE NAZIONI;755959;958741;44,734535;12,231605;601
334;606103;CONDOMINIO ESEDRA [057];VIA LUNGOMARE ITALIA 39;LIDO DELLE NAZIONI;756690;959134;44,737806;12,24102;601
334;606106;VIALE PORTOGALLO [059];VIALE PORTOGALLO 25;LIDO DELLE NAZIONI;756812;959625;44,742175;12,242805;601
334;606109;VIALE FRANCIA [062];VIALE FRANCIA N. 97;LIDO DELLE NAZIONI;756523;960296;44,74831;12,239498;601
334;606116;SCACCHI [40];VIALE DEGLI SCACCHI N. FR. 43;LIDO DEGLI SCACCHI;756433;955610;44,706225;12,236011;602
334;606119;VIALE GERMANIA [061];VIALE GERMANIA CIV.61;LIDO DELLE NAZIONI;756592;959988;44,745517;12,240213;601
334;606122;PORTO GARIBALDI PONTE ROM;VIALE NINO BONNET (PORTO GARIBALDI);PORTO GARIBALDI;756021;952377;44,677313;12,229202;603
334;606125;LIDO ESTENSI MANZONI [075;VIA MANZONI ALESSANDRO N.29;LIDO DEGLI ESTENSI;757105;951786;44,671614;12,242561;604
334;606132;LIDO SPINA VIALE VERDI [1;VIALE VERDI GIUSEPPE N. 106;LIDO DI SPINA;758068;948135;44,638454;12,252853;604
334;606141;LIDO SPINA CARAVEL GALLIA;VIALE LEONARDO DA VINCI N. 60;LIDO DI SPINA;757649;949377;44,649767;12,248202;604
334;614003;VILLAGGIO SEGHI;VIA GARIBALDI F. 53;MESOLA;755265;979039;44,917219;12,233046;618
334;614010;BOSCO MESOLA [830];VIA PROVINCIALE 6;BOSCO MESOLA;755174;974501;44,876465;12,229609;618
334;614013;BOSCO MESOLA FORNO [729];VIA PROVINCIALE 71;BOSCO MESOLA;754956;974972;44,880777;12,22709;618
334;614016;BOSCO MESOLA CIMITERO [72;VIA NUOVA CORRIERA F160;BOSCO MESOLA;754905;975586;44,886313;12,226754;618
334;614019;BIVIO ROMEA FONDO [725];VIA NUOVA CORRIERA 155;SANTA GIUSTINA;754928;977097;44,899886;12,227805;618
334;614026;MESOLA [722];VIA BATTISTI FR 1;MESOLA;754949;979579;44,922186;12,229321;618
334;614029;MONTICELLI [719];VIA DELLA LIBERAZIONE 12;MONTICELLI;751677;979195;44,919899;12,187736;618
334;625005;GORO - BARIN [836];SP 27 - VIA CRISTINA 72;GORO;760567;972138;44,853278;12,296562;619
334;631001;BELVEDERE [721];STRADA PROVINCIALE PER MESOLA;MESOLA;753460;979857;44,925216;12,210623;618
334;684004;AZIENDA AGRICOLA S. ALBER;VIA ROMEA NORD;RAVENNA;758396;940654;44,571097;12,253223;707
334;684010;VILLAGGIO ANIC;VIA ROMEA NORD;RAVENNA;755705;925719;44,437813;12,211998;700
256;26542;LA VALLONA;VIA SANT`ANTONIO FR CANALE;MEDICINA;713913;936700;44,55012;11,692036;526
256;26545;SANT`ANTONIO PESA;VIA SANT`ANTONIO 5933;MEDICINA;714666;937112;44,553601;11,701677;526
256;26558;PORTONOVO BIVIO;VIA CAPPELLETTI 520;MEDICINA;716644;938179;44,562605;11,727001;526
256;26561;DUE CIPRESSI;SP VIA BASSA 579;MEDICINA;716953;937647;44,557728;11,730664;526
256;26574;PORTONOVO CASELLO;VIA BASSA 36;MEDICINA;718693;935566;44,538489;11,751665;526
256;26577;DOVESI;VIA PORTONOVO 4212;PORTONOVO;719064;935065;44,533872;11,756117;526
256;26590;PORTONOVO SCUOLE;VIA BASSA 4484;MEDICINA;719470;934796;44,531329;11,761107;526
256;26593;PONTE SILLARO;VIA BENELLI 8;IMOLA;719907;934320;44,526916;11,766397;526
256;26606;SAGRATE;VIA RAMPINA FR 41;CASE OLIVIERI;722574;934056;44,523725;11,799807;730
256;26609;CHIESANUOVA;VIA CORONELLA 92;CHIESANUOVA;723383;933598;44,519356;11,809778;730
257;2002;OSPEDALE SANT`ORSOLA;VIA MASSARENTI 90/2C;BOLOGNA;687882;929521;44,492798;11,361998;500
257;2005;OSPEDALE SANT`ORSOLA ALBE;VIA MASSARENTI PL 33;BOLOGNA;688063;929457;44,492175;11,36425;500
257;2021;TANGENZIALE SAN VITALE;VIA MASSARENTI 223/3;BOLOGNA;690075;929644;44,493331;11,389602;500
257;2050;CA` DELL`ORBO;VIA TOSARELLI 312;VILLANOVA;693503;930535;44,500435;11,433013;502
257;2105;ZANOLINI;VIA ZANOLINI 40;BOLOGNA;687659;930004;44,4972;11,359371;500
257;20510;CASTENASO STELLINA;VIA TOSARELLI 212;CASTENASO;695396;931099;44,504998;11,457016;521
257;20513;CASTENASO CHIESA;VIA TOSARELLI 69;CASTENASO;695912;931418;44,507728;11,463623;521
257;20523;CASTENASO MAZZINI;VIA NASICA 103/3;CASTENASO;696855;931122;44,504809;11,475362;521
257;24501;TREBBO DI BUDRIO ZENZALIN;VIA ZENZALINO KM 0.290;BUDRIO;699458;930935;44,502413;11,508005;521
257;24507;BUDRIO NUOVO;VIA ZENZALINO FR 31;BUDRIO;700805;933570;44,525739;11,525957;535
257;24514;BUDRIO CROCETTA;VIALE PRIMO MAGGIO FR INGR.PARCH.PUBBLIC;BUDRIO;701287;934507;44,534032;11,532382;535
257;24517;BUDRIO STAZIONE;VIA BATTISTI;BUDRIO;701009;934431;44,533426;11,528857;535
257;24530;BUDRIO BIVIO MOLINELLA;VIA MARTIRI ANTIFASCISTI FR 52;BUDRIO;702052;934831;44,536732;11,542128;535
257;24533;MADONNA DELL`OLMO;VIA OLMO ANG.CHIESA;BUDRIO;704024;933501;44,524215;11,566399;535
257;24536;GUARDATA SCUOLE;VIA OLMO 52;BUDRIO;704262;933338;44,522682;11,569326;535
257;24546;SAN SALVATORE CHIESA;VIA SAN SALVATORE FR 1845;BUDRIO;705909;934409;44,531846;11,590458;535
257;24549;GHIARADINO;VIA SELVA 127;MOLINELLA;707179;935581;44,542023;11,606896;535
257;24562;BARABANA;VIA BARABANA 53;SELVA MALVEZZI;709374;937607;44,559609;11,63532;526
257;24565;BARABANA CHIESUOLA;VIA BOSCOSA BV BARABANA;MOLINELLA;711097;938392;44,566166;11,657314;526
257;24578;DURAZZO SCUOLE;VIA DURAZZO FR 26;MOLINELLA;712180;940286;44,58288;11,671718;526
257;24581;DURAZZO MACERO;VIA DURAZZO BV ORIOLO;MOLINELLA;713620;939872;44,578732;11,689666;526
257;24594;SANT`ANTONIO CASA ROSSA;VIA IDICE 769;MEDICINA;715741;938586;44,566536;11,715813;526
257;24597;SANT`ANTONIO;VIA CAPPELLETTI 47 (KM 0+050 SP 29 II TR;SANT`ANTONIO;716225;937957;44,560734;11,721638;526
257;24610;LA ZAGONA`;VIA STRADA BASTIA PONENTE 18;ARGENTA;720368;939503;44,573381;11,774407;526
257;24626;ARGENTA BIVIO SS ADRIATIC;VIA MATTEOTTI 3;ARGENTA;724564;944408;44,61619;11,829332;634
257;24629;ARGENTA;VIA MATTEOTTI FR 29/E;ARGENTA;725079;944249;44,614599;11,835745;634
257;26569;PORTONOVO PESA;VIA BASSA FR PESA;MEDICINA;718243;936036;44,542852;11,746206;526
257;26582;PORTONOVO;PIAZZA SONG MY FR 1;PORTONOVO;718757;934713;44,530799;11,752108;526
257;26595;SPAZZATE SASSATELLI;VIA CARDINALA 23;IMOLA;721071;934237;44,525814;11,780993;634
257;26701;VIA CARDINALA PALAZZINA;VIA CARDINALA 52;CONSELICE;721333;935636;44,538314;11,784887;634
257;26714;CAMPOTTO DUE PONTI;VIA CARDINALA PONTE CAMPOTTO;CAMPOTTO;721971;939500;44,572862;11,794571;634
25N;466;MILLE;VIA DEI MILLE 19;BOLOGNA;686208;930487;44,501921;11,341309;500
25N;469;AMENDOLA;VIA AMENDOLA 3;BOLOGNA;686138;930609;44,503036;11,340474;500
25N;3322;PARCHEGGIO PARCO NORD;VIA FERRARESE P.L. 103-102;BOLOGNA;687983;933350;44,527214;11,364661;500
25N;3329;PARCHEGGIO PARCO NORD;VIA FERRARESE FR PL 102/103;BOLOGNA;687992;933322;44,526959;11,364764;500
25N;4302;ZUCCA;VIA FERRARESE 16;BOLOGNA;686842;931573;44,511526;11,349671;500
25N;4309;PASSAROTTI;VIA FERRARESE FR 60;BOLOGNA;687214;932106;44,516224;11,35454;500
25N;4315;CASONI;VIA FERRARESE FR 104;BOLOGNA;687345;932328;44,518187;11,356268;500
25N;4318;DEPOSITO FERRARESE;VIA FERRARESE DEPOSITO;BOLOGNA;687474;932666;44,521193;11,358012;500
27;104;RIZZOLI;VIA RIZZOLI 26/A;BOLOGNA;686521;929679;44,494572;11,344952;500
27;117;TORLEONE;STRADA MAGGIORE 51/E;BOLOGNA;687335;929293;44,490889;11,355042;500
27;204;SAN VITALE;VIA SAN VITALE 50;BOLOGNA;687001;929664;44,494313;11,350979;500
27;303;IRNERIO;VIA IRNERIO FR 20/C;BOLOGNA;686889;930270;44,499793;11,34979;500
27;403;INDIPENDENZA;VIA INDIPENDENZA 21;BOLOGNA;686384;929964;44,497171;11,343333;500
27;1004;ALBERTONI;VIA MAZZINI 96;BOLOGNA;687993;928982;44,487921;11,363197;500
27;1010;LAURA BASSI;VIA MAZZINI 154;BOLOGNA;688583;928694;44,485176;11,370506;500
27;1020;PONTEVECCHIO;VIA EMILIA LEVANTE 92;BOLOGNA;689274;928348;44,481883;11,379062;500
27;1103;SARDEGNA;VIA SARDEGNA 5/A;BOLOGNA;689647;927719;44,476128;11,383518;500
27;1110;CALABRIA;VIA CALABRIA 42;BOLOGNA;689601;927546;44,474584;11,382877;500
27;2106;ZANOLINI;VIA ZANOLINI 41;BOLOGNA;687662;930038;44,497505;11,359421;500
27;4002;SACRO CUORE;VIA MATTEOTTI 18;BOLOGNA;686599;931235;44,508548;11,346494;500
27;4011;LOMBARDI;VIA CORTICELLA 55;BOLOGNA;686671;932095;44,516265;11,34771;500
27;4018;ISTITUTO ALDINI;VIA CORTICELLA FR 121/A;BOLOGNA;686685;932681;44,521533;11,348097;500
323;600296;POMPOSA LA NAVE;VIA POMPOSA F38;FERRARA;708443;967710;44,830593;11,63587;600
323;600309;VIA RICCIARELLI 1A [614];VIA A.RICCIARELLI CIV. N.17;FERRARA;709618;966408;44,81854;11,650182;600
323;600312;VILLA FULVIA [619];VIA COMACCHIO 285;FERRARA;709365;966646;44,820755;11,647083;600
323;600315;VILLA FULVIA [619];VIA COMACCHIO 294;FERRARA;709283;966625;44,82059;11,646039;600
323;600370;QUARTESANA CONSORZIO AGRA;VIA COMACCHIO F772;QUARTESANA;716942;965263;44,806058;11,742223;620
323;600373;GINESTRA;VIA DELLA GINESTRA;FERRARA;713955;965709;44,810969;11,704682;600
323;600376;COCOMARO DI FOCOMORTO;VIA DELLA GINESTRA 163;COCOMARO DI FOCOMORTO;712654;966088;44,814766;11,688406;600
323;600383;BORGO FABBRI;VIA DELLA GINESTRA;FERRARA;711700;966503;44,818781;11,676526;600
323;600649;CONA TAMBELLINA[919];VIA TAMBELLINA 197;CONA;714410;965229;44,806517;11,710227;600
323;600710;ALFONSO D`ESTE MEDAGLIE D;VIALE ALFONSO I D`ESTE;FERRARA;708199;967766;44,831167;11,63281;600
326;600195;ALFONSO D`ESTE MEDAGLIE D;VLE ALFONSO I D`ESTE 2;FERRARA;708196;967780;44,831294;11,632777;600
326;600423;VIALE VOLANO;VIALE VOLANO;FERRARA;706884;967619;44,830228;11,616131;600
326;600661;BIVIO ALBAREA;VIA DEL MARE F522;FERRARA;720601;967396;44,824117;11,789363;620
326;600664;PAROLINO;VIA DEL MARE 450;FERRARA;719882;967519;44,825445;11,780332;620
326;600667;LA VIGNA;VIA DEL MARE 276;FERRARA;711894;967360;44,82643;11,679334;600
326;600670;CASA BIANCA;VIA DEL MARE 296;FERRARA;712394;967435;44,826956;11,685684;600
326;600677;PALAZZINA;VIA DEL MARE F344;FERRARA;715609;967531;44,826856;11,726348;620
326;600680;VIA DEL MARE 381;VIA DEL MARE F381;FERRARA;717047;967599;44,827031;11,744547;620
326;600683;BIVIO VICONOVO;VIA DEL MARE F407;FERRARA;717799;967634;44,827117;11,754063;620
326;600918;BIVIO DENORE;VIA POMPOSA;FERRARA;724375;966281;44,812917;11,836552;621
326;600931;STAZIONE;Piazzale della Stazione pensilina F;FERRARA;705939;968964;44,842596;11,604734;600
326;610001;CORTE NUVOL?2;VIA DEL MARE (LOCALIT? MASSAFISCAGLIA);MIGLIARINO;736222;967380;44,818979;11,98669;625
326;611000;BIVIO STRADA VALMANA;SP15 VIA DEL MARE BV VIA VALMANA;COMACCHIO;745823;960251;44,751658;12,104509;625
326;611003;PONTE ROSSO;LOCALITA` MOTTE;LAGOSANTO;748194;959843;44,747173;12,13422;625
326;611010;BOSCHETTO [208];STRADA PROVINCIALE (BORGATA BOSCHETTO);BOSCHETTO;750482;965290;44,795337;12,165756;628
326;611013;CORTE MICHELINA [210];STRADA PROVINCIALE (BORGATA BOSCHETTO);LAGOSANTO;750302;963603;44,780236;12,162654;628
326;611019;BORGATA SABBIONI [127];VIA SPINA 164;LAGOSANTO;748567;961122;44,75854;12,139548;628
326;611032;LAGOSANTO AL PONTE [128];VIA SPINA N.11;LAGOSANTO;748622;961580;44,762638;12,140465;628
326;611042;CASE FORMICA [218];SP21 LAGOSANTO - VACCOLINO 64;BOSCHETTO;750402;964820;44,79114;12,164515;628
326;613002;CA` CAINBANCA [536];VIA MARE;MASSA FISCAGLIA;741489;963791;44,784955;12,051511;625
326;613005;V. POZZI [538];VIA MARE;MASSA FISCAGLIA;744392;962162;44,769326;12,087373;625
326;613008;SP15 VITTORIO VENETO;VIA DEL MARE FR. INCR VIA VITTORIO VENET;MASSA FISCAGLIA;744832;960939;44,758182;12,092338;625
326;624002;TRESIGALLO OSPEDALE;VIA DELLO SPORT F1;TRESIGALLO;729393;966824;44,816206;11,900178;621
326;624005;PALMOLIVE [314];VIA DEL MARE 59;FINALE DI RERO;727812;966140;44,810562;11,879901;621
328;615008;OSTELLATO STAZIONE;VIA COMACCHIO 89;OSTELLATO;732407;959339;44,747938;11,934833;623
328;617035;DOGATO;VIA CODIGORO 120;DOGATO;728729;959502;44,750588;11,888503;623
328;617038;SAN VITO;VIA COMACCHIO 207;SAN VITO;727611;959956;44,755026;11,874599;622
328;619027;PORTOMAGGIORE - ENEL;via BATTISTI Cesare CAB. ENEL 268307;PORTOMAGGIORE;722198;953195;44,695934;11,803354;633
328;624003;SAIPO [310];VIA DEL MARE 153;TRESIGALLO;728403;966789;44,816208;11,887657;621
328;624006;PALMOLIVE [314];VIA DEL MARE 4;FINALE DI RERO;727856;966158;44,81071;11,880465;621
33;25;PORTA SAN VITALE;VIALE ERCOLANI FR 3;BOLOGNA;687514;929517;44,492857;11,357372;500
33;35;GIARDINI MARGHERITA;VIALE GOZZADINI FR 5;BOLOGNA;687143;928609;44,484786;11,352382;500
33;41;PARCHEGGIO STAVECO;VIALE PANZACCHI 10;BOLOGNA;686555;928690;44,485667;11,345023;500
33;51;PORTA SARAGOZZA - LICEO R;VIALE PEPOLI 20;BOLOGNA;685277;929305;44,491528;11,329184;500
33;67;PORTA LAME;VIALE PIETRAMELLARA 2;BOLOGNA;685600;930583;44,502941;11,333702;500
33;472;STAZIONE CENTRALE;VIALE PIETRAMELLARA TRA 18/3 E P.C.16877;BOLOGNA;686235;930884;44,505485;11,341792;500
330;600001;BIVIO BORGO BAIESI2;VIA COMACCHIO;QUARTESANA;717392;965323;44,806461;11,747933;620
330;600004;PISTANI;VIA COMACCHIO;FERRARA;719100;965141;44,804303;11,769428;620
330;600007;PUNTA SCUOLE;VIA COMACCHIO;FERRARA;719388;964962;44,802605;11,772988;620
330;600200;S. MAURELIO [240];VIA SAN MAURELIO 82;FERRARA;707937;967018;44,824517;11,629193;600
330;600313;COMACCHIO VAL MEZZANO [62;VIA COMACCHIO 244;FERRARA;708851;966714;44,821517;11,640617;600
330;600351;BIVIO S. BARTOLO [624];VIA COMACCHIO F319;FERRARA;709519;966589;44,820197;11,649006;600
330;600354;CITTA` DEL RAGAZZO;VIA COMACCHIO FR ANGOLO DON CALABRIA;FERRARA;710603;966506;44,819132;11,662667;600
330;600361;CONA IDROVORA;VIA COMACCHIO F751;FERRARA;713210;965359;44,808045;11,695124;600
330;600364;CASA VECCHIA;VIA COMACCHIO 895;CONA;713807;965209;44,806517;11,702602;600
330;600367;CONA CHIESA;VIA COMACCHIO 562;CONA;714751;965025;44,80458;11,714448;600
330;600592;DARSENA SAN GIACOMO;VIA DARSENA 168;FERRARA;705869;968328;44,836897;11,603592;600
330;600640;QUARTESANA CHIESA;VIA COMACCHIO;QUARTESANA;716600;965215;44,80573;11,737883;620
330;606006;LIDO ESTENSI VIALE DEGLI;VIALE DEGLI ULIVI N. 138;LIDO DEGLI ESTENSI;756994;950802;44,662809;12,240669;604
330;606058;COMACCHIO CIAMBELLINO [02;VIA SPINA N. 47;COMACCHIO;751947;954138;44,694583;12,178745;627
330;606061;COMACCHIO TREPPONTI [001];VIA COMACCHIO F15;COMACCHIO;752234;953833;44,691741;12,182212;627
334;684023;RAVENNA FARMACIA;VIA DELLE INDUSTRIE 60;RAVENNA;755782;924302;44,425049;12,212266;700
335;605004;PASSERELLA SCHIAVI [610];VIA BENGASI 211;MEZZOGORO;744770;976208;44,895457;12,098908;615
335;605023;CODIGORO STAZIONE [143];P.LE PAPA GIOVANNI 23 39;CODIGORO;745287;969592;44,835808;12,102247;617
335;605030;FONDO GRASSI [702];PONTE MAODINO - MASSENZATICA 43;CODIGORO;748656;970961;44,846949;12,145478;617
335;605033;VIA PONTELANGORINO 84 [70;PONTE MAODINO - MASSENZATICA 100;CODIGORO;748617;971681;44,853434;12,145338;617
335;605036;CA BASSE;LOC VIEBASSE 28 A;CODIGORO;749631;972496;44,860406;12,158552;617
335;605046;ITALBA [715];MASSENZATICA 59;ITALBA;749387;975017;44,883151;12,156708;617
335;605049;PONTE QUAGLIOTTO [810];ROMEA 47;CODIGORO;751180;971687;44,85259;12,177727;617
335;605075;CODIGORO OSPEDALE [156];VIA RIVIERA CAVALLOTTI;CODIGORO;746137;968230;44,823273;12,112326;617
335;614007;CASE DELTA [832];VIA PROVINCIALE 74;MESOLA;756484;973928;44,870845;12,245878;618
335;614010;BOSCO MESOLA [830];VIA PROVINCIALE 6;BOSCO MESOLA;755174;974501;44,876465;12,229609;618
335;614013;BOSCO MESOLA FORNO [729];VIA PROVINCIALE 71;BOSCO MESOLA;754956;974972;44,880777;12,22709;618
335;614016;BOSCO MESOLA CIMITERO [72;VIA NUOVA CORRIERA F160;BOSCO MESOLA;754905;975586;44,886313;12,226754;618
335;614023;MOTTE [723];CIRCONVALLAZIONE DI MESOLA 67;MESOLA;755217;978790;44,914998;12,232313;618
335;614026;MESOLA [722];VIA BATTISTI FR 1;MESOLA;754949;979579;44,922186;12,229321;618
335;614029;MONTICELLI [719];VIA DELLA LIBERAZIONE 12;MONTICELLI;751677;979195;44,919899;12,187736;618
335;614039;ITALBA SCUOLE [716];PONTE MAODINO - MASSENZATICA 87;ITALBA;749532;975553;44,887918;12,158805;617
335;625002;PENNINI [845];VIA BONELLO 5;GORO;760989;971558;44,847912;12,301596;619
335;625005;GORO - BARIN [836];SP 27 - VIA CRISTINA 72;GORO;760567;972138;44,853278;12,296562;619
335;631001;BELVEDERE [721];STRADA PROVINCIALE PER MESOLA;MESOLA;753460;979857;44,925216;12,210623;618
336;605000;PONTE FANTINA [620];LOC PER ARIANO F37;MEZZOGORO;744535;977821;44,910037;12,096715;615
336;605007;CASA PIERINI [608];DI CODIGORO F34;CODIGORO;744160;974602;44,88123;12,09042;617
336;605010;TORBIERA [605];DI CODIGORO 78;TORBIERA;743779;973297;44,869629;12,084976;617
336;605013;PONTE FOSSETTO [603];DI CODIGORO 68;CODIGORO;744519;971473;44,85298;12,093451;617
336;605016;PONTE ALIPRANDI [602];DI CODIGORO 47;CODIGORO;744813;971165;44,850111;12,097018;617
336;605023;CODIGORO STAZIONE [143];P.LE PAPA GIOVANNI 23 39;CODIGORO;745287;969592;44,835808;12,102247;617
